15-05-2014 15:07:27,Error Log Deleted,The current alert log was deleted a new file has been created.
15-05-2014 15:07:36,kevi-qnap2,Failed to respond to a ping request.
15-05-2014 15:32:06,kevi-qnap2,Failed to respond to a ping request.
